name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
uncharted: the nathan drake collection,playstation_4,2015.0,action,2.07,1.71,0.08,0.76,86.0,81.0,teen,sony,0,4.62
the legend of zelda: a link to the past,super_nintendo_entertainment_system,1991.0,action,2.42,0.91,1.15,0.13,,,na,nintendo,0,4.61
the legend of zelda: the wind waker,game_cube,2002.0,action,2.6,0.99,0.89,0.13,96.0,89.0,everyone,nintendo,0,4.609999999999999
guitar hero iii: legends of rock,wii,2007.0,misc,3.04,1.11,0.0,0.43,86.0,84.0,teen,nintendo,0,4.58
luigi's mansion: dark moon,3ds,2013.0,action,1.8,1.39,1.11,0.29,86.0,84.0,everyone,nintendo,1,4.59
forza motorsport 4,xbox_360,2011.0,racing,2.08,1.97,0.06,0.46,91.0,82.0,everyone,microsoft,0,4.569999999999999
mario & sonic at the olympic winter games,wii,2009.0,sports,1.87,1.96,0.22,0.48,,,na,nintendo,0,4.529999999999999
madden nfl 2005,playstation_2,2004.0,sports,4.18,0.26,0.01,0.08,91.0,79.0,everyone,sony,0,4.529999999999999
guitar hero iii: legends of rock,xbox_360,2007.0,misc,3.19,0.91,0.01,0.42,85.0,79.0,teen,microsoft,0,4.529999999999999
pitfall!,2600,1981.0,platform,4.21,0.24,0.0,0.05,,,na,atari,0,4.5
madden nfl 07,playstation_2,2006.0,sports,3.63,0.24,0.01,0.61,84.0,82.0,everyone,sony,0,4.49
halo 5: guardians,xbox_one,2015.0,shooter,2.78,1.27,0.03,0.41,84.0,64.0,teen,microsoft,0,4.49
spider-man: the movie,playstation_2,2002.0,action,2.71,1.51,0.03,0.23,76.0,79.0,everyone,sony,0,4.48
dragon quest vii: warriors of eden,playstation,2000.0,role-playing,0.2,0.14,4.1,0.02,,,na,sony,0,4.459999999999999
call of duty: infinite warfare,playstation_4,2016.0,shooter,1.61,2.0,0.15,0.71,77.0,34.0,mature,sony,0,4.470000000000001
god of war,playstation_2,2005.0,action,2.71,1.29,0.02,0.43,94.0,89.0,mature,sony,0,4.449999999999999
splatoon,wii_u,2015.0,shooter,1.54,1.18,1.46,0.26,81.0,85.0,everyone_over_ten,nintendo,1,4.4399999999999995
nintendo land,wii_u,2012.0,misc,2.52,1.11,0.46,0.33,77.0,79.0,everyone_over_ten,nintendo,1,4.42
tony hawk's pro skater 3,playstation_2,2001.0,sports,2.66,1.29,0.01,0.46,97.0,75.0,teen,sony,0,4.42
winning eleven: pro evolution soccer 2007,playstation_2,2006.0,sports,0.1,2.39,1.05,0.86,86.0,89.0,everyone,sony,0,4.4
the elder scrolls iv: oblivion,xbox_360,2006.0,role-playing,2.82,1.03,0.13,0.4,94.0,87.0,mature,microsoft,0,4.38
zelda ii: the adventure of link,nintendo_entertainment_system,1987.0,adventure,2.19,0.5,1.61,0.08,,,na,nintendo,0,4.38
need for speed: most wanted,playstation_2,2005.0,racing,2.03,1.79,0.08,0.47,82.0,91.0,teen,sony,0,4.37
michael jackson: the experience,wii,2010.0,misc,2.64,1.33,0.01,0.39,56.0,83.0,everyone_over_ten,nintendo,0,4.37
call of duty: advanced warfare,playstation_3,2014.0,shooter,1.56,1.93,0.19,0.68,,48.0,mature,sony,0,4.36
resistance: fall of man,playstation_3,2006.0,shooter,1.74,1.72,0.14,0.75,86.0,81.0,mature,sony,0,4.35
sonic the hedgehog,genesis,1991.0,platform,3.03,0.91,0.26,0.13,,,na,sega,0,4.33
kingdom hearts ii,playstation_2,2005.0,role-playing,2.2,0.58,1.38,0.17,87.0,90.0,everyone_over_ten,sony,0,4.33
the legend of zelda: ocarina of time,3ds,2011.0,action,2.09,1.31,0.62,0.31,,,na,nintendo,1,4.329999999999999
super mario 3d world,wii_u,2013.0,platform,2.11,1.16,0.73,0.32,93.0,90.0,everyone,nintendo,1,4.319999999999999
minecraft,playstation_4,2014.0,misc,1.48,2.02,0.14,0.68,,,na,sony,0,4.32
asteroids,2600,1980.0,shooter,4.0,0.26,0.0,0.05,,,na,atari,0,4.31
call of duty: advanced warfare,xbox_360,2014.0,shooter,2.77,1.11,0.0,0.4,,49.0,mature,microsoft,0,4.28
fifa 15,playstation_3,2014.0,sports,0.58,3.02,0.04,0.64,,45.0,everyone,sony,0,4.28
fable ii,xbox_360,2008.0,role-playing,2.51,1.24,0.11,0.41,89.0,65.0,mature,microsoft,0,4.27
namco museum,gameboy_advanced,2001.0,misc,3.0,1.11,0.05,0.07,79.0,73.0,everyone,nintendo,1,4.23
batman: arkham asylum,playstation_3,2009.0,action,2.24,1.31,0.07,0.61,91.0,89.0,teen,sony,0,4.23
metal gear solid 3: snake eater,playstation_2,2004.0,action,1.46,0.0,0.83,1.93,91.0,93.0,mature,sony,0,4.22
assassin's creed: revelations,playstation_3,2011.0,action,1.41,2.01,0.1,0.7,80.0,75.0,mature,sony,0,4.22
fallout 4,xbox_one,2015.0,role-playing,2.51,1.32,0.01,0.38,88.0,62.0,mature,microsoft,0,4.22
fifa 14,xbox_360,2013.0,sports,0.92,2.89,0.01,0.4,84.0,42.0,everyone,microsoft,0,4.22
daxter,playstation_portable,2006.0,platform,2.45,1.01,0.0,0.75,85.0,87.0,everyone_over_ten,sony,1,4.21
warcraft ii: tides of darkness,computer,1995.0,strategy,1.7,2.27,0.0,0.23,,,na,computer,0,4.2
fifa soccer 06,playstation_2,2005.0,sports,0.78,2.55,0.04,0.84,80.0,78.0,everyone,sony,0,4.21
eyetoy play,playstation_2,2003.0,misc,0.88,2.3,0.2,0.83,80.0,75.0,everyone,sony,0,4.21
gran turismo 5 prologue,playstation_3,2007.0,racing,1.28,1.82,0.57,0.52,80.0,71.0,everyone,sony,0,4.1899999999999995
assassin's creed: revelations,xbox_360,2011.0,action,2.25,1.47,0.04,0.43,80.0,72.0,mature,microsoft,0,4.1899999999999995
fifa 12,xbox_360,2011.0,sports,0.84,2.78,0.02,0.53,,,na,microsoft,0,4.17
teenage mutant ninja turtles,nintendo_entertainment_system,1989.0,action,3.38,0.44,0.31,0.04,,,na,nintendo,0,4.17
street fighter iv,playstation_3,2009.0,fighting,2.03,1.04,0.58,0.52,94.0,73.0,teen,sony,0,4.17
excitebike,nintendo_entertainment_system,1984.0,racing,2.04,0.48,1.57,0.07,,,na,nintendo,0,4.16
frogger,playstation,1997.0,action,3.79,0.27,0.0,0.11,,,na,sony,0,4.170000000000001
madden nfl 2003,playstation_2,2002.0,sports,3.36,0.21,0.01,0.56,95.0,77.0,everyone,sony,0,4.14
half-life,computer,1997.0,shooter,4.03,0.0,0.09,0.0,96.0,91.0,mature,computer,0,4.12
super mario world 2: yoshi's island,super_nintendo_entertainment_system,1995.0,platform,1.65,0.61,1.76,0.09,,,na,nintendo,0,4.109999999999999
fifa soccer 07,playstation_2,2006.0,sports,0.71,2.48,0.03,0.89,,,na,sony,0,4.109999999999999
street fighter ii turbo,super_nintendo_entertainment_system,1992.0,fighting,1.42,0.51,2.1,0.07,,,na,nintendo,0,4.1000000000000005
world of warcraft: the burning crusade,computer,2007.0,role-playing,2.57,1.52,0.0,0.0,91.0,79.0,teen,computer,0,4.09
battlefield 1,playstation_4,2016.0,shooter,1.1,2.15,0.21,0.61,88.0,84.0,mature,sony,0,4.07
god of war ii,playstation_2,2007.0,action,2.32,0.04,0.04,1.67,93.0,89.0,mature,sony,0,4.07
world soccer winning eleven 9,playstation_2,2005.0,sports,0.12,2.26,0.9,0.77,,82.0,everyone,sony,0,4.05
fallout: new vegas,xbox_360,2010.0,role-playing,2.66,1.03,0.04,0.33,84.0,81.0,mature,microsoft,0,4.0600000000000005
forza motorsport 2,xbox_360,2007.0,racing,2.35,1.27,0.03,0.41,90.0,83.0,everyone,microsoft,0,4.06
carnival games,wii,2007.0,misc,2.12,1.47,0.05,0.42,56.0,60.0,everyone,nintendo,0,4.06
watch dogs,playstation_4,2014.0,action,1.4,1.9,0.11,0.64,80.0,63.0,mature,sony,0,4.05
namco museum vol.3,playstation,1996.0,misc,2.28,1.55,0.16,0.06,,,na,sony,0,4.05
tekken tag tournament,playstation_2,2000.0,fighting,1.68,1.51,0.51,0.35,85.0,85.0,teen,sony,0,4.05
far cry 4,playstation_4,2014.0,shooter,1.13,2.18,0.1,0.63,85.0,77.0,mature,sony,0,4.04
star fox 64,nintendo_64,1997.0,shooter,2.78,0.58,0.64,0.04,,,na,nintendo,0,4.04
golf,nintendo_entertainment_system,1984.0,sports,1.22,0.28,2.46,0.04,,,na,nintendo,0,4.0
namco museum: 50th anniversary,playstation_2,2005.0,misc,2.08,1.35,0.0,0.54,61.0,,everyone_over_ten,sony,0,3.97
left 4 dead 2,xbox_360,2009.0,shooter,2.67,0.87,0.05,0.38,89.0,86.0,mature,microsoft,0,3.9699999999999998
the witcher 3: wild hunt,playstation_4,2015.0,role-playing,1.02,2.13,0.23,0.59,92.0,92.0,mature,sony,0,3.9699999999999998
assassin's creed: unity,playstation_4,2014.0,action,1.19,2.07,0.08,0.62,70.0,49.0,mature,sony,0,3.96
batman: arkham knight,playstation_4,2015.0,action,1.53,1.69,0.1,0.64,87.0,76.0,mature,sony,0,3.96
the legend of zelda: skyward sword,wii,2011.0,action,2.03,1.16,0.37,0.38,93.0,80.0,everyone_over_ten,nintendo,0,3.9399999999999995
fallout 3,playstation_3,2008.0,role-playing,2.15,1.13,0.07,0.59,90.0,80.0,mature,sony,0,3.9399999999999995
professor layton and the diabolical box,ds,2007.0,puzzle,0.9,1.76,0.92,0.37,84.0,88.0,everyone_over_ten,nintendo,1,3.95
donkey kong land,gameboy,1994.0,platform,1.97,0.76,1.07,0.11,,,na,nintendo,1,3.9099999999999997
ea sports active,wii,2009.0,sports,2.09,1.35,0.06,0.4,81.0,87.0,everyone,nintendo,0,3.9
tony hawk's underground,playstation_2,2003.0,sports,2.29,1.17,0.01,0.42,90.0,87.0,teen,sony,0,3.8899999999999997
monster hunter 4 ultimate,3ds,2014.0,role-playing,0.68,0.48,2.62,0.11,86.0,87.0,teen,nintendo,1,3.89
the elder scrolls v: skyrim,computer,2011.0,role-playing,1.16,2.12,0.0,0.6,94.0,81.0,mature,computer,0,3.8800000000000003
nba 2k16,playstation_4,2015.0,sports,2.49,0.66,0.03,0.69,87.0,67.0,everyone_over_ten,sony,0,3.87
tekken 5,playstation_2,2005.0,fighting,0.93,1.94,0.31,0.7,88.0,86.0,teen,sony,0,3.88
dragon warrior iii,nintendo_entertainment_system,1988.0,role-playing,0.1,0.0,3.77,0.0,,,na,nintendo,0,3.87
motorstorm,playstation_3,2006.0,racing,1.53,1.6,0.06,0.67,84.0,74.0,teen,sony,0,3.86
nintendogs + cats,3ds,2011.0,simulation,1.44,1.41,0.73,0.27,,,na,nintendo,1,3.8499999999999996
world soccer winning eleven 8 international,playstation_2,2004.0,sports,0.16,1.89,1.12,0.68,91.0,91.0,everyone,sony,0,3.85
sports champions,playstation_3,2010.0,sports,2.13,1.12,0.1,0.5,76.0,79.0,everyone_over_ten,sony,0,3.85
namco museum vol.1,playstation,1995.0,misc,2.12,1.44,0.22,0.06,,,na,sony,0,3.8400000000000003
the legend of zelda: link's awakening,gameboy,1992.0,action,2.21,0.96,0.54,0.13,,,na,nintendo,1,3.84
call of duty: ghosts,playstation_4,2013.0,shooter,1.78,1.43,0.05,0.57,78.0,37.0,mature,sony,0,3.8299999999999996
flash focus: vision training in minutes a day,ds,2007.0,misc,0.86,1.56,1.05,0.35,59.0,40.0,everyone,nintendo,1,3.82
tom clancy's the division,playstation_4,2016.0,shooter,1.35,1.7,0.15,0.6,80.0,70.0,mature,sony,0,3.8
big brain academy: wii degree,wii,2007.0,misc,1.05,1.91,0.41,0.42,68.0,69.0,everyone,nintendo,0,3.79
resident evil director's cut,playstation,1996.0,action,1.82,1.24,0.47,0.25,,,na,sony,0,3.7800000000000002
mario & luigi: bowser's inside story,ds,2009.0,role-playing,2.23,0.47,0.81,0.26,,,na,nintendo,1,3.7700000000000005
lego indiana jones: the original adventures,xbox_360,2008.0,action,2.4,1.01,0.0,0.36,77.0,75.0,everyone_over_ten,microsoft,0,3.77
the sims: unleashed,computer,2002.0,simulation,2.03,1.56,0.0,0.17,79.0,80.0,teen,computer,0,3.76
ratchet & clank: size matters,playstation_portable,2007.0,platform,1.4,1.39,0.1,0.86,,,na,sony,1,3.75
harry potter and the sorcerer's stone,playstation,2001.0,action,1.37,2.0,0.14,0.22,64.0,75.0,everyone,sony,0,3.7300000000000004
mario & sonic at the london 2012 olympic games,wii,2011.0,sports,1.12,1.87,0.27,0.45,,,na,nintendo,0,3.7100000000000004
resident evil 3: nemesis,playstation,1999.0,action,1.3,0.77,1.54,0.11,,,na,sony,0,3.72
super paper mario,wii,2007.0,platform,1.95,0.86,0.59,0.31,85.0,79.0,everyone,nintendo,0,3.71
spyro: year of the dragon,playstation,2000.0,platform,1.93,1.58,0.0,0.19,91.0,88.0,everyone,sony,0,3.6999999999999997
assassin's creed iv: black flag,playstation_3,2013.0,action,1.33,1.68,0.13,0.57,88.0,81.0,mature,sony,0,3.7099999999999995
fifa soccer 2005,playstation_2,2004.0,sports,0.58,2.48,0.04,0.59,81.0,76.0,everyone,sony,0,3.69
pokémon trading card game,gameboy,1998.0,strategy,1.49,0.73,1.38,0.1,,,na,nintendo,1,3.6999999999999997
friend collection,ds,2009.0,misc,0.0,0.0,3.67,0.0,,,na,nintendo,1,3.67
tony hawk's pro skater 4,playstation_2,2002.0,sports,2.13,1.18,0.01,0.35,94.0,85.0,teen,sony,0,3.6699999999999995
star wars battlefront (2015),xbox_one,2015.0,shooter,2.04,1.28,0.02,0.32,,,na,microsoft,0,3.66
mysims,ds,2007.0,simulation,1.58,1.59,0.08,0.41,67.0,73.0,everyone,nintendo,1,3.66
midnight club 3: dub edition,playstation_portable,2005.0,racing,1.65,1.21,0.0,0.79,74.0,84.0,everyone_over_ten,sony,1,3.65
banjo-kazooie,nintendo_64,1998.0,platform,1.87,1.13,0.55,0.1,,,na,nintendo,0,3.65
socom: u.s. navy seals,playstation_2,2002.0,shooter,2.53,0.81,0.06,0.24,82.0,79.0,mature,sony,0,3.6399999999999997
jak and daxter: the precursor legacy,playstation_2,2001.0,platform,2.08,1.09,0.15,0.33,90.0,87.0,everyone,sony,0,3.65
pokemon snap,nintendo_64,1999.0,simulation,2.23,0.68,0.66,0.06,,,na,nintendo,0,3.6300000000000003
pro evolution soccer 2008,playstation_2,2007.0,sports,0.05,0.0,0.64,2.93,82.0,79.0,everyone,sony,0,3.62
resident evil 4,playstation_2,2005.0,action,2.08,0.83,0.46,0.25,96.0,89.0,mature,sony,0,3.62
guitar hero: world tour,wii,2008.0,misc,2.32,0.96,0.0,0.34,86.0,76.0,teen,nintendo,0,3.6199999999999997
fifa soccer 10,playstation_3,2009.0,sports,0.6,2.45,0.05,0.52,91.0,76.0,everyone,sony,0,3.62
star wars: battlefront,playstation_2,2004.0,shooter,1.93,1.22,0.03,0.44,82.0,87.0,teen,sony,0,3.6199999999999997
doom ii: hell on earth,computer,1994.0,shooter,2.05,1.4,0.0,0.16,,,na,computer,0,3.61
the simpsons: road rage,playstation_2,2001.0,racing,2.02,1.17,0.0,0.42,64.0,77.0,teen,sony,0,3.61
luigi's mansion,game_cube,2001.0,action,2.38,0.67,0.46,0.1,78.0,85.0,everyone,nintendo,0,3.61
battlefield 4,playstation_4,2013.0,shooter,1.35,1.55,0.17,0.51,85.0,69.0,mature,sony,0,3.58
star wars: battlefront ii,playstation_2,2005.0,shooter,2.18,1.02,0.03,0.37,84.0,90.0,teen,sony,0,3.6
just dance 2014,wii,2013.0,misc,1.88,1.39,0.0,0.31,,62.0,everyone_over_ten,nintendo,0,3.5799999999999996
cooking mama 2: dinner with friends,ds,2007.0,simulation,1.6,1.49,0.1,0.39,70.0,80.0,everyone,nintendo,1,3.58
wwf smackdown!,playstation,2000.0,fighting,2.01,1.35,0.06,0.16,,,na,sony,0,3.58
croc: legend of the gobbos,playstation,1997.0,platform,1.57,1.79,0.0,0.2,,,na,sony,0,3.5600000000000005
grand theft auto: liberty city stories,playstation_2,2006.0,action,1.56,1.4,0.07,0.5,78.0,78.0,mature,sony,0,3.53
the getaway,playstation_2,2002.0,action,1.23,1.77,0.05,0.49,72.0,68.0,mature,sony,0,3.54
tomb raider iii: adventures of lara croft,playstation,1997.0,action,1.66,1.58,0.12,0.18,,,na,sony,0,3.5400000000000005
james bond 007: agent under fire,playstation_2,2001.0,shooter,1.9,1.13,0.1,0.41,72.0,79.0,teen,sony,0,3.54
lego star wars: the video game,playstation_2,2005.0,action,1.98,1.14,0.01,0.41,,,na,sony,0,3.54
rugrats in paris: the movie,playstation,2000.0,action,1.96,1.33,0.0,0.23,,,na,sony,0,3.52
fifa soccer 11,xbox_360,2010.0,sports,0.71,2.39,0.02,0.4,88.0,75.0,everyone,microsoft,0,3.52
spyro 2: ripto's rage!,playstation,1999.0,platform,2.14,1.21,0.01,0.17,,,na,sony,0,3.53
left 4 dead,xbox_360,2008.0,shooter,2.66,0.49,0.05,0.3,89.0,79.0,mature,microsoft,0,3.5
donkey kong country 3: dixie kong's double trouble!,super_nintendo_entertainment_system,1996.0,platform,1.17,0.5,1.75,0.08,,,na,nintendo,0,3.5
assassin's creed: unity,xbox_one,2014.0,action,2.27,0.9,0.0,0.33,72.0,41.0,mature,microsoft,0,3.5
kung fu,nintendo_entertainment_system,1985.0,action,1.64,0.38,1.42,0.06,,,na,nintendo,0,3.5
resident evil 5,xbox_360,2009.0,action,2.11,0.93,0.12,0.34,83.0,75.0,mature,microsoft,0,3.5
assassin's creed: brotherhood,xbox_360,2010.0,action,2.85,0.38,0.03,0.24,89.0,83.0,mature,microsoft,0,3.5
fifa soccer 2004,playstation_2,null,sports,0.59,2.36,0.04,0.51,84.0,64.0,everyone,sony,0,3.5
battlefield 4,playstation_3,2013.0,shooter,1.3,1.42,0.27,0.5,80.0,58.0,mature,sony,0,3.4899999999999998
batman: arkham asylum,xbox_360,2009.0,action,2.2,0.95,0.02,0.31,92.0,87.0,teen,microsoft,0,3.4800000000000004
battlefield 4,xbox_360,2013.0,shooter,2.15,1.01,0.02,0.31,79.0,56.0,mature,microsoft,0,3.49
battlefield: bad company 2,xbox_360,2010.0,shooter,2.1,1.01,0.04,0.32,88.0,86.0,mature,microsoft,0,3.47
mario & sonic at the olympic winter games,ds,2009.0,sports,1.21,1.62,0.27,0.37,,,na,nintendo,1,3.47
guitar hero: on tour,ds,2008.0,misc,2.1,1.01,0.01,0.35,71.0,88.0,everyone_over_ten,nintendo,1,3.47
clubhouse games,ds,2006.0,misc,0.59,1.79,0.73,0.34,83.0,84.0,everyone,nintendo,1,3.4499999999999997
monster hunter 4,3ds,2013.0,role-playing,0.0,0.0,3.44,0.0,,,na,nintendo,1,3.44
borderlands,xbox_360,2009.0,shooter,2.4,0.71,0.03,0.29,84.0,82.0,mature,microsoft,0,3.4299999999999997
tekken 4,playstation_2,2002.0,fighting,1.55,1.27,0.33,0.29,79.0,83.0,teen,sony,0,3.4400000000000004
final fantasy iii,super_nintendo_entertainment_system,1994.0,role-playing,0.86,0.0,2.55,0.02,,,na,nintendo,0,3.4299999999999997
grand theft auto 2,playstation,1998.0,action,1.13,2.07,0.0,0.22,70.0,80.0,teen,sony,0,3.42
metal gear solid v: the phantom pain,playstation_4,2015.0,action,1.09,1.36,0.49,0.48,93.0,82.0,mature,sony,0,3.4200000000000004
spider-man 2,playstation_2,2004.0,action,1.75,1.2,0.02,0.43,80.0,89.0,teen,sony,0,3.4000000000000004
f-1 race,gameboy,1990.0,racing,1.73,0.69,0.59,0.4,,,na,nintendo,1,3.4099999999999997
fifa soccer 2003,playstation_2,2002.0,sports,0.46,2.28,0.05,0.61,88.0,67.0,everyone,sony,0,3.3999999999999995
littlebigplanet 2,playstation_3,2011.0,platform,1.83,1.05,0.06,0.46,91.0,84.0,everyone,sony,0,3.4
crash bash,playstation,2000.0,misc,1.56,1.47,0.19,0.17,68.0,82.0,everyone,sony,0,3.39
assassin's creed syndicate,playstation_4,2015.0,action,0.81,1.99,0.07,0.52,76.0,68.0,mature,sony,0,3.3899999999999997
lego batman: the videogame,xbox_360,2008.0,action,2.04,1.02,0.0,0.32,76.0,79.0,everyone_over_ten,microsoft,0,3.38
destiny,xbox_one,2014.0,shooter,2.14,0.92,0.0,0.31,75.0,55.0,teen,microsoft,0,3.37
wwf war zone,playstation,1998.0,fighting,2.47,0.76,0.0,0.13,,,na,sony,0,3.3600000000000003
the legend of zelda: majora's mask,nintendo_64,2000.0,action,1.9,0.67,0.73,0.06,,,na,nintendo,0,3.36
far cry 3,playstation_3,2012.0,shooter,0.88,1.7,0.1,0.67,90.0,85.0,mature,sony,0,3.35
rugrats: search for reptar,playstation,1998.0,adventure,1.63,1.53,0.0,0.18,,,na,sony,0,3.3400000000000003
english training: have fun improving your skills!,ds,2006.0,misc,0.0,0.99,2.32,0.02,,,na,nintendo,1,3.3299999999999996
james bond 007: nightfire,playstation_2,2002.0,shooter,1.45,1.29,0.12,0.46,77.0,85.0,teen,sony,0,3.3200000000000003
ratchet & clank,playstation_2,2002.0,platform,1.44,1.01,0.57,0.3,,,na,sony,0,3.32
monster hunter x,3ds,2015.0,action,0.27,0.21,2.79,0.05,,,na,nintendo,1,3.32
star wars episode iii: revenge of the sith,playstation_2,2005.0,action,1.47,1.39,0.03,0.43,60.0,72.0,teen,sony,0,3.32
the legend of zelda: spirit tracks,ds,2009.0,action,1.4,0.91,0.74,0.26,87.0,78.0,everyone_over_ten,nintendo,1,3.3099999999999996
max payne,playstation_2,2001.0,shooter,1.99,1.05,0.05,0.22,80.0,85.0,mature,sony,0,3.31
assassin's creed iv: black flag,xbox_360,2013.0,action,1.9,1.11,0.01,0.29,86.0,79.0,mature,microsoft,0,3.3099999999999996
the lord of the rings: the return of the king,playstation_2,2003.0,action,1.5,1.28,0.05,0.46,85.0,87.0,teen,sony,0,3.29
yokai watch 2 ganso/honke,3ds,2014.0,role-playing,0.09,0.0,3.18,0.01,,,na,nintendo,1,3.28
gears of war: ultimate edition,xbox_one,2015.0,shooter,2.61,0.33,0.0,0.34,82.0,75.0,mature,microsoft,0,3.28
true crime: streets of la,playstation_2,2003.0,action,1.89,1.05,0.02,0.31,77.0,80.0,mature,sony,0,3.27
professor layton and the unwound future,ds,2008.0,puzzle,0.6,1.57,0.82,0.27,86.0,92.0,everyone_over_ten,nintendo,1,3.26
gran turismo (psp),playstation_portable,2009.0,racing,0.5,1.58,0.31,0.87,,,na,sony,1,3.2600000000000002
fifa 16,xbox_one,2015.0,sports,0.89,2.12,0.0,0.24,84.0,44.0,everyone,microsoft,0,3.25
wii music,wii,2008.0,misc,1.35,1.11,0.46,0.32,63.0,46.0,everyone,nintendo,0,3.2399999999999998
tekken,playstation,1995.0,fighting,0.95,1.3,0.77,0.22,,,na,sony,0,3.24
madden nfl 16,playstation_4,2015.0,sports,2.34,0.3,0.0,0.6,83.0,59.0,everyone,sony,0,3.2399999999999998
gran turismo 6,playstation_3,2013.0,racing,0.72,1.67,0.4,0.44,81.0,77.0,everyone,sony,0,3.2299999999999995
halo: the master chief collection,xbox_one,2014.0,shooter,1.91,1.0,0.03,0.29,85.0,72.0,mature,microsoft,0,3.23
007: tomorrow never dies,playstation,1999.0,shooter,1.72,1.33,0.0,0.16,,,na,sony,0,3.21
super mario maker,wii_u,2015.0,platform,1.18,0.89,0.94,0.2,88.0,87.0,everyone,nintendo,1,3.21
wwf smackdown! 2: know your role,playstation,2000.0,fighting,1.76,1.21,0.07,0.16,,,na,sony,0,3.1999999999999997
baseball,nintendo_entertainment_system,1983.0,sports,0.73,0.1,2.35,0.02,,,na,nintendo,0,3.2
killer instinct,super_nintendo_entertainment_system,1995.0,fighting,2.26,0.72,0.12,0.1,,,na,nintendo,0,3.1999999999999997
dragon quest vi: maboroshi no daichi,super_nintendo_entertainment_system,1995.0,role-playing,0.0,0.0,3.19,0.0,,,na,nintendo,0,3.19
god of war: chains of olympus,playstation_portable,2008.0,action,1.48,1.0,0.04,0.66,91.0,86.0,mature,sony,1,3.18
enter the matrix,playstation_2,2003.0,action,1.78,1.12,0.09,0.19,62.0,81.0,teen,sony,0,3.18
crisis core: final fantasy vii,playstation_portable,2007.0,role-playing,1.35,0.59,0.8,0.43,83.0,80.0,teen,sony,1,3.1700000000000004
dance central,xbox_360,2010.0,misc,2.15,0.76,0.01,0.26,82.0,76.0,teen,microsoft,0,3.1799999999999997
l.a. noire,playstation_3,2011.0,adventure,1.27,1.29,0.12,0.49,89.0,77.0,mature,sony,0,3.17
ace combat 04: shattered skies,playstation_2,2001.0,simulation,2.06,0.56,0.38,0.17,89.0,91.0,everyone,sony,0,3.17
animal crossing,game_cube,2001.0,simulation,1.92,0.16,0.99,0.09,87.0,89.0,everyone,nintendo,0,3.16
fifa soccer 08,playstation_2,2007.0,sports,0.68,0.0,0.0,2.46,83.0,65.0,everyone,sony,0,3.14
club penguin: elite penguin force,ds,2008.0,adventure,1.87,0.97,0.0,0.3,,80.0,everyone,nintendo,1,3.1399999999999997
spider-man,playstation,2000.0,action,1.7,1.25,0.02,0.16,87.0,90.0,everyone,sony,0,3.1300000000000003
mario party 9,wii,2012.0,misc,1.06,1.09,0.76,0.22,73.0,68.0,everyone,nintendo,0,3.1300000000000003
need for speed iii: hot pursuit,playstation,1998.0,racing,2.14,0.86,0.0,0.13,88.0,,everyone,sony,0,3.13
star wars episode i racer,nintendo_64,1999.0,racing,2.31,0.62,0.14,0.04,,,na,nintendo,0,3.1100000000000003
sonic rush,ds,2005.0,platform,1.21,1.56,0.06,0.29,82.0,85.0,everyone,nintendo,1,3.12
dragon warrior iv,nintendo_entertainment_system,1990.0,role-playing,0.08,0.0,3.03,0.01,,,na,nintendo,0,3.1199999999999997
